"","REF_DATE","GEO","Violations","Statistics","VALUE","UOM"
"29641",2019,"British Columbia","Total administration of justice violations","Actual incidents",23606,"Number"
"29642",2019,"British Columbia","Total administration of justice violations","Rate per 100,000 population",463.34,"Rate"
"29643",2019,"British Columbia","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",2.17,"Percent"
"29644",2019,"British Columbia","Total other violations","Actual incidents",8553,"Number"
"29645",2019,"British Columbia","Total other violations","Rate per 100,000 population",167.88,"Rate"
"29646",2019,"British Columbia","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",1.5,"Percent"
"29647",2019,"British Columbia","Total Criminal Code traffic violations","Actual incidents",22921,"Number"
"29648",2019,"British Columbia","Total Criminal Code traffic violations","Rate per 100,000 population",449.89,"Rate"
"29649",2019,"British Columbia","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",1.96,"Percent"
"29650",2019,"British Columbia","Total impaired driving","Actual incidents",18240,"Number"
"29651",2019,"British Columbia","Total impaired driving","Rate per 100,000 population",358.01,"Rate"
"29652",2019,"British Columbia","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.85,"Percent"
"29653",2019,"British Columbia","Total other Criminal Code traffic violations","Actual incidents",4681,"Number"
"29654",2019,"British Columbia","Total other Criminal Code traffic violations","Rate per 100,000 population",91.88,"Rate"
"29655",2019,"British Columbia","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",1.11,"Percent"
"29656",2019,"British Columbia","Total fail to stop or remain","Actual incidents",2135,"Number"
"29657",2019,"British Columbia","Total fail to stop or remain","Rate per 100,000 population",41.91,"Rate"
"29658",2019,"British Columbia","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",0.37,"Percent"
"29659",2019,"British Columbia","Total Federal Statute violations","Actual incidents",24720,"Number"
"29660",2019,"British Columbia","Total Federal Statute violations","Rate per 100,000 population",485.2,"Rate"
"29661",2019,"British Columbia","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",6.81,"Percent"
"29662",2019,"British Columbia","Total drug violations","Actual incidents",19810,"Number"
"29663",2019,"British Columbia","Total drug violations","Rate per 100,000 population",388.83,"Rate"
"29664",2019,"British Columbia","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",6,"Percent"
"29665",2019,"British Columbia","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",8235,"Number"
"29666",2019,"British Columbia","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",161.64,"Rate"
"29667",2019,"British Columbia","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.52,"Percent"
"29668",2019,"British Columbia","Total cannabis, trafficking, production or distribution (pre-legalization)","Actual incidents",352,"Number"
"29669",2019,"British Columbia","Total cannabis, trafficking, production or distribution (pre-legalization)","Rate per 100,000 population",6.91,"Rate"
"29670",2019,"British Columbia","Total cannabis, trafficking, production or distribution (pre-legalization)","Percentage contribution to the Crime Severity Index (CSI)",0.25,"Percent"
"29671",2019,"British Columbia","Total cocaine, trafficking, production or distribution","Actual incidents",1550,"Number"
"29672",2019,"British Columbia","Total cocaine, trafficking, production or distribution","Rate per 100,000 population",30.42,"Rate"
"29673",2019,"British Columbia","Total cocaine, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.59,"Percent"
"29674",2019,"British Columbia","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Actual incidents",4084,"Number"
"29675",2019,"British Columbia","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Rate per 100,000 population",80.16,"Rate"
"29676",2019,"British Columbia","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",2.79,"Percent"
"29677",2019,"British Columbia","Total Cannabis Act","Actual incidents",3615,"Number"
"29678",2019,"British Columbia","Total Cannabis Act","Rate per 100,000 population",70.95,"Rate"
"29679",2019,"British Columbia","Total Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.74,"Percent"
"29680",2019,"British Columbia","Total possession - Cannabis Act","Actual incidents",419,"Number"
"29681",2019,"British Columbia","Total possession - Cannabis Act","Rate per 100,000 population",8.22,"Rate"
"29682",2019,"British Columbia","Total possession - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"29683",2019,"British Columbia","Total distribution - Cannabis Act","Actual incidents",138,"Number"
"29684",2019,"British Columbia","Total distribution - Cannabis Act","Rate per 100,000 population",2.71,"Rate"
"29685",2019,"British Columbia","Total distribution - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"29686",2019,"British Columbia","Total sale - Cannabis Act","Actual incidents",75,"Number"
"29687",2019,"British Columbia","Total sale - Cannabis Act","Rate per 100,000 population",1.47,"Rate"
"29688",2019,"British Columbia","Total sale - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29689",2019,"British Columbia","Total importation and exportation - Cannabis Act","Actual incidents",2517,"Number"
"29690",2019,"British Columbia","Total importation and exportation - Cannabis Act","Rate per 100,000 population",49.4,"Rate"
"29691",2019,"British Columbia","Total importation and exportation - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.61,"Percent"
"29692",2019,"British Columbia","Total production - Cannabis Act","Actual incidents",197,"Number"
"29693",2019,"British Columbia","Total production - Cannabis Act","Rate per 100,000 population",3.87,"Rate"
"29694",2019,"British Columbia","Total production - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.05,"Percent"
"29695",2019,"British Columbia","Total other Federal Statutes","Actual incidents",4547,"Number"
"29696",2019,"British Columbia","Total other Federal Statutes","Rate per 100,000 population",89.25,"Rate"
"29697",2019,"British Columbia","Total other Federal Statutes","Percentage contribution to the Crime Severity Index (CSI)",0.78,"Percent"
"29698",2019,"British Columbia","Total Immigration and Refugee Protection Act","Actual incidents",150,"Number"
"29699",2019,"British Columbia","Total Immigration and Refugee Protection Act","Rate per 100,000 population",2.94,"Rate"
"29700",2019,"British Columbia","Total Immigration and Refugee Protection Act","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"29701",2020,"Newfoundland and Labrador","Total, all violations","Actual incidents",35290,"Number"
"29702",2020,"Newfoundland and Labrador","Total, all violations","Rate per 100,000 population",6768.85,"Rate"
"29703",2020,"Newfoundland and Labrador","Total, all violations","Percentage contribution to the Crime Severity Index (CSI)",100,"Percent"
"29704",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (including traffic)","Actual incidents",34140,"Number"
"29705",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (including traffic)","Rate per 100,000 population",6548.27,"Rate"
"29706",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (including traffic)","Percentage contribution to the Crime Severity Index (CSI)",91.53,"Percent"
"29707",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (excluding traffic)","Actual incidents",31430,"Number"
"29708",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (excluding traffic)","Rate per 100,000 population",6028.48,"Rate"
"29709",2020,"Newfoundland and Labrador","Total, all Criminal Code violations (excluding traffic)","Percentage contribution to the Crime Severity Index (CSI)",88.3,"Percent"
"29710",2020,"Newfoundland and Labrador","Total violent Criminal Code violations","Actual incidents",8742,"Number"
"29711",2020,"Newfoundland and Labrador","Total violent Criminal Code violations","Rate per 100,000 population",1676.77,"Rate"
"29712",2020,"Newfoundland and Labrador","Total violent Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",31.16,"Percent"
"29713",2020,"Newfoundland and Labrador","Total other violations causing death","Actual incidents",2,"Number"
"29714",2020,"Newfoundland and Labrador","Total other violations causing death","Rate per 100,000 population",0.38,"Rate"
"29715",2020,"Newfoundland and Labrador","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.08,"Percent"
"29716",2020,"Newfoundland and Labrador","Total sexual violations against children","Actual incidents",158,"Number"
"29717",2020,"Newfoundland and Labrador","Total sexual violations against children","Rate per 100,000 population",30.31,"Rate"
"29718",2020,"Newfoundland and Labrador","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",2.55,"Percent"
"29719",2020,"Newfoundland and Labrador","Total assaults against a peace officer","Actual incidents",206,"Number"
"29720",2020,"Newfoundland and Labrador","Total assaults against a peace officer","Rate per 100,000 population",39.51,"Rate"
"29721",2020,"Newfoundland and Labrador","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.49,"Percent"
"29722",2020,"Newfoundland and Labrador","Total other assaults","Actual incidents",27,"Number"
"29723",2020,"Newfoundland and Labrador","Total other assaults","Rate per 100,000 population",5.18,"Rate"
"29724",2020,"Newfoundland and Labrador","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.1,"Percent"
"29725",2020,"Newfoundland and Labrador","Total firearms, use of, discharge, pointing","Actual incidents",55,"Number"
"29726",2020,"Newfoundland and Labrador","Total firearms, use of, discharge, pointing","Rate per 100,000 population",10.55,"Rate"
"29727",2020,"Newfoundland and Labrador","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",1.38,"Percent"
"29728",2020,"Newfoundland and Labrador","Total robbery","Actual incidents",127,"Number"
"29729",2020,"Newfoundland and Labrador","Total robbery","Rate per 100,000 population",24.36,"Rate"
"29730",2020,"Newfoundland and Labrador","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",2.7,"Percent"
"29731",2020,"Newfoundland and Labrador","Total forcible confinement or kidnapping","Actual incidents",51,"Number"
"29732",2020,"Newfoundland and Labrador","Total forcible confinement or kidnapping","Rate per 100,000 population",9.78,"Rate"
"29733",2020,"Newfoundland and Labrador","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.83,"Percent"
"29734",2020,"Newfoundland and Labrador","Total abduction","Actual incidents",5,"Number"
"29735",2020,"Newfoundland and Labrador","Total abduction","Rate per 100,000 population",0.96,"Rate"
"29736",2020,"Newfoundland and Labrador","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29737",2020,"Newfoundland and Labrador","Total offences in relation to sexual services","Actual incidents",3,"Number"
"29738",2020,"Newfoundland and Labrador","Total offences in relation to sexual services","Rate per 100,000 population",0.58,"Rate"
"29739",2020,"Newfoundland and Labrador","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"29740",2020,"Newfoundland and Labrador","Total other violent violations","Actual incidents",97,"Number"
