"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"17278",2020,"Saskatchewan","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",21733.3333333333
"17279",2020,"Saskatchewan","Retirement income","Number of persons","Number","thousands",181.416666666667
"17280",2020,"Saskatchewan","Retirement income","Number with income","Number","thousands",66.2222222222222
"17281",2020,"Saskatchewan","Self-employment income","Aggregate income","2021 constant dollars","millions",425.087301587302
"17282",2020,"Saskatchewan","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",14618.8888888889
"17283",2020,"Saskatchewan","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",4822.22222222222
"17284",2020,"Saskatchewan","Self-employment income","Number of persons","Number","thousands",181.416666666667
"17285",2020,"Saskatchewan","Self-employment income","Number with income","Number","thousands",25.9642857142857
"17286",2020,"Saskatchewan","Social assistance","Aggregate income","2021 constant dollars","millions",131.295634920635
"17287",2020,"Saskatchewan","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",10343.0555555556
"17288",2020,"Saskatchewan","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",10578.5714285714
"17289",2020,"Saskatchewan","Social assistance","Number of persons","Number","thousands",181.416666666667
"17290",2020,"Saskatchewan","Social assistance","Number with income","Number","thousands",13.0535714285714
"17291",2020,"Saskatchewan","Total income","Aggregate income","2021 constant dollars","millions",9801.875
"17292",2020,"Saskatchewan","Total income","Average income (excluding zeros)","2021 constant dollars","units",53500
"17293",2020,"Saskatchewan","Total income","Median income (excluding zeros)","2021 constant dollars","units",44404.1666666667
"17294",2020,"Saskatchewan","Total income","Number of persons","Number","thousands",181.416666666667
"17295",2020,"Saskatchewan","Total income","Number with income","Number","thousands",179.25
"17296",2020,"Saskatchewan","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",6365.375
"17297",2020,"Saskatchewan","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",48295.8333333333
"17298",2020,"Saskatchewan","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",39433.3333333333
"17299",2020,"Saskatchewan","Wages, salaries and commissions","Number of persons","Number","thousands",181.416666666667
"17300",2020,"Saskatchewan","Wages, salaries and commissions","Number with income","Number","thousands",120.625
"17301",2021,"Alberta","COVID-19 benefits","Aggregate income","2021 constant dollars","millions",805.857142857143
"17302",2021,"Alberta","COVID-19 benefits","Average income (excluding zeros)","2021 constant dollars","units",9425.39682539683
"17303",2021,"Alberta","COVID-19 benefits","Median income (excluding zeros)","2021 constant dollars","units",9585
"17304",2021,"Alberta","COVID-19 benefits","Number of persons","Number","thousands",743.958333333333
"17305",2021,"Alberta","COVID-19 benefits","Number with income","Number","thousands",84.9126984126984
"17306",2021,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",2034.80555555556
"17307",2021,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",8306.11111111111
"17308",2021,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8401.66666666667
"17309",2021,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",743.958333333333
"17310",2021,"Alberta","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",242.227777777778
"17311",2021,"Alberta","Child benefits","Aggregate income","2021 constant dollars","millions",1381.33333333333
"17312",2021,"Alberta","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",6975.55555555556
"17313",2021,"Alberta","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",5365.55555555556
"17314",2021,"Alberta","Child benefits","Number of persons","Number","thousands",743.958333333333
"17315",2021,"Alberta","Child benefits","Number with income","Number","thousands",162.7
"17316",2021,"Alberta","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1217.29761904762
"17317",2021,"Alberta","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",11877.9761904762
"17318",2021,"Alberta","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",11412.5
"17319",2021,"Alberta","Employment Insurance (EI) benefits","Number of persons","Number","thousands",743.958333333333
"17320",2021,"Alberta","Employment Insurance (EI) benefits","Number with income","Number","thousands",104.142857142857
"17321",2021,"Alberta","Employment income","Aggregate income","2021 constant dollars","millions",34154.9583333333
"17322",2021,"Alberta","Employment income","Average income (excluding zeros)","2021 constant dollars","units",55908.3333333333
"17323",2021,"Alberta","Employment income","Median income (excluding zeros)","2021 constant dollars","units",43600
"17324",2021,"Alberta","Employment income","Number of persons","Number","thousands",743.958333333333
"17325",2021,"Alberta","Employment income","Number with income","Number","thousands",562.75
"17326",2021,"Alberta","Government transfers","Aggregate income","2021 constant dollars","millions",5203.125
"17327",2021,"Alberta","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",10279.1666666667
"17328",2021,"Alberta","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",8465.47619047619
"17329",2021,"Alberta","Government transfers","Number of persons","Number","thousands",743.958333333333
"17330",2021,"Alberta","Government transfers","Number with income","Number","thousands",476.291666666667
"17331",2021,"Alberta","Investment income","Aggregate income","2021 constant dollars","millions",2755.72380952381
"17332",2021,"Alberta","Investment income","Average income (excluding zeros)","2021 constant dollars","units",10542.8571428571
"17333",2021,"Alberta","Investment income","Median income (excluding zeros)","2021 constant dollars","units",1575
"17334",2021,"Alberta","Investment income","Number of persons","Number","thousands",743.958333333333
"17335",2021,"Alberta","Investment income","Number with income","Number","thousands",218.14880952381
"17336",2021,"Alberta","Market income","Aggregate income","2021 constant dollars","millions",39332.625
"17337",2021,"Alberta","Market income","Average income (excluding zeros)","2021 constant dollars","units",57375
"17338",2021,"Alberta","Market income","Median income (excluding zeros)","2021 constant dollars","units",44183.3333333333
"17339",2021,"Alberta","Market income","Number of persons","Number","thousands",743.958333333333
"17340",2021,"Alberta","Market income","Number with income","Number","thousands",658.791666666667
"17341",2021,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",3259.33333333333
"17342",2021,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8416.66666666667
"17343",2021,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",8000
"17344",2021,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",743.958333333333
"17345",2021,"Alberta","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",386.166666666667
"17346",2021,"Alberta","Other government transfers","Aggregate income","2021 constant dollars","millions",321.952380952381
"17347",2021,"Alberta","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1109.52380952381
"17348",2021,"Alberta","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",550
"17349",2021,"Alberta","Other government transfers","Number of persons","Number","thousands",743.958333333333
"17350",2021,"Alberta","Other government transfers","Number with income","Number","thousands",271.208333333333
"17351",2021,"Alberta","Other income","Aggregate income","2021 constant dollars","millions",1323.66666666667
"17352",2021,"Alberta","Other income","Average income (excluding zeros)","2021 constant dollars","units",7005.55555555556
"17353",2021,"Alberta","Other income","Median income (excluding zeros)","2021 constant dollars","units",2853.33333333333
"17354",2021,"Alberta","Other income","Number of persons","Number","thousands",743.958333333333
"17355",2021,"Alberta","Other income","Number with income","Number","thousands",132.25
"17356",2021,"Alberta","Retirement income","Aggregate income","2021 constant dollars","millions",4615
"17357",2021,"Alberta","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",24766.6666666667
"17358",2021,"Alberta","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",18211.1111111111
"17359",2021,"Alberta","Retirement income","Number of persons","Number","thousands",743.958333333333
"17360",2021,"Alberta","Retirement income","Number with income","Number","thousands",199.666666666667
"17361",2021,"Alberta","Self-employment income","Aggregate income","2021 constant dollars","millions",1317.81746031746
"17362",2021,"Alberta","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",12359.5238095238
"17363",2021,"Alberta","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",3245.83333333333
